Cluster_0	GCF_009759685.1
Cluster_1	GCF_000224675.1
Cluster_1	GCF_009759685.1
Cluster_2	GCF_000224675.1
Cluster_3	GCF_009759685.1
Cluster_4	GCF_009759685.1
Cluster_5	GCF_000224675.1
Cluster_6	GCF_009759685.1
Cluster_7	GCF_009759685.1
Cluster_8	GCF_009759685.1
Cluster_9	GCF_009759685.1
Cluster_10	GCF_000224675.1
Cluster_11	GCF_000224675.1
Cluster_12	GCF_009759685.1
Cluster_13	GCF_000224675.1
Cluster_14	GCF_009759685.1
Cluster_15	GCF_009759685.1
Cluster_16	GCF_000224675.1
Cluster_16	GCF_009759685.1
Cluster_17	GCF_000224675.1
Cluster_18	GCF_009759685.1
Cluster_19	GCF_000224675.1
Cluster_19	GCF_009759685.1
Cluster_20	GCF_000224675.1
Cluster_20	GCF_009759685.1
Cluster_21	GCF_000224675.1
Cluster_22	GCF_009759685.1
Cluster_23	GCF_000224675.1
Cluster_23	GCF_009759685.1
Cluster_24	GCF_000224675.1
Cluster_24	GCF_009759685.1
Cluster_25	GCF_009759685.1
Cluster_26	GCF_000224675.1
Cluster_26	GCF_009759685.1
Cluster_27	GCF_000224675.1
Cluster_27	GCF_009759685.1
Cluster_28	GCF_000224675.1
Cluster_29	GCF_009759685.1
Cluster_30	GCF_000224675.1
Cluster_31	GCF_000224675.1
Cluster_32	GCF_009759685.1
Cluster_33	GCF_000224675.1
Cluster_34	GCF_000224675.1
Cluster_35	GCF_000224675.1
Cluster_35	GCF_009759685.1
Cluster_36	GCF_009759685.1
Cluster_37	GCF_009759685.1
Cluster_38	GCF_009759685.1
Cluster_39	GCF_000224675.1
Cluster_40	GCF_000224675.1
Cluster_40	GCF_009759685.1
Cluster_41	GCF_009759685.1
Cluster_42	GCF_000224675.1
Cluster_42	GCF_009759685.1
Cluster_43	GCF_000224675.1
Cluster_44	GCF_000224675.1
Cluster_45	GCF_000224675.1
Cluster_46	GCF_009759685.1
Cluster_47	GCF_009759685.1
Cluster_48	GCF_009759685.1
Cluster_49	GCF_000224675.1
Cluster_49	GCF_009759685.1
Cluster_50	GCF_000224675.1
Cluster_50	GCF_009759685.1
Cluster_51	GCF_009759685.1
Cluster_52	GCF_000224675.1
Cluster_53	GCF_000224675.1
Cluster_54	GCF_000224675.1
Cluster_55	GCF_000224675.1
Cluster_56	GCF_000224675.1
Cluster_57	GCF_000224675.1
Cluster_58	GCF_009759685.1
Cluster_59	GCF_000224675.1
Cluster_60	GCF_000224675.1
Cluster_61	GCF_000224675.1
Cluster_62	GCF_009759685.1
Cluster_63	GCF_009759685.1
Cluster_64	GCF_000224675.1
Cluster_64	GCF_009759685.1
Cluster_65	GCF_009759685.1
Cluster_66	GCF_000224675.1
Cluster_66	GCF_009759685.1
Cluster_67	GCF_009759685.1
Cluster_68	GCF_000224675.1
Cluster_69	GCF_009759685.1
Cluster_70	GCF_000224675.1
Cluster_70	GCF_009759685.1
Cluster_71	GCF_000224675.1
Cluster_72	GCF_000224675.1
Cluster_73	GCF_009759685.1
Cluster_74	GCF_009759685.1
Cluster_75	GCF_000224675.1
Cluster_76	GCF_000224675.1
Cluster_77	GCF_000224675.1
Cluster_78	GCF_000224675.1
Cluster_79	GCF_009759685.1
Cluster_80	GCF_000224675.1
Cluster_81	GCF_000224675.1
Cluster_82	GCF_000224675.1
Cluster_83	GCF_000224675.1
Cluster_84	GCF_009759685.1
Cluster_85	GCF_009759685.1
Cluster_86	GCF_000224675.1
Cluster_87	GCF_000224675.1
Cluster_88	GCF_000224675.1
Cluster_88	GCF_009759685.1
Cluster_89	GCF_009759685.1
Cluster_90	GCF_000224675.1
Cluster_91	GCF_000224675.1
Cluster_92	GCF_000224675.1
Cluster_92	GCF_009759685.1
Cluster_93	GCF_000224675.1
Cluster_94	GCF_009759685.1
Cluster_95	GCF_000224675.1
Cluster_95	GCF_009759685.1
Cluster_96	GCF_000224675.1
Cluster_97	GCF_000224675.1
Cluster_97	GCF_009759685.1
Cluster_98	GCF_000224675.1
Cluster_98	GCF_009759685.1
Cluster_99	GCF_009759685.1
Cluster_100	GCF_000224675.1
Cluster_101	GCF_009759685.1
Cluster_102	GCF_009759685.1
Cluster_103	GCF_000224675.1
Cluster_103	GCF_009759685.1
Cluster_104	GCF_000224675.1
Cluster_104	GCF_009759685.1
Cluster_105	GCF_009759685.1
Cluster_106	GCF_009759685.1
Cluster_107	GCF_000224675.1
Cluster_107	GCF_009759685.1
Cluster_108	GCF_000224675.1
Cluster_108	GCF_009759685.1
Cluster_109	GCF_009759685.1
Cluster_110	GCF_000224675.1
Cluster_111	GCF_000224675.1
Cluster_112	GCF_009759685.1
Cluster_113	GCF_009759685.1
Cluster_114	GCF_000224675.1
Cluster_115	GCF_000224675.1
Cluster_115	GCF_009759685.1
Cluster_116	GCF_000224675.1
Cluster_116	GCF_009759685.1
Cluster_117	GCF_009759685.1
Cluster_118	GCF_000224675.1
Cluster_119	GCF_009759685.1
Cluster_120	GCF_000224675.1
Cluster_120	GCF_009759685.1
Cluster_121	GCF_000224675.1
Cluster_121	GCF_009759685.1
Cluster_122	GCF_000224675.1
Cluster_123	GCF_000224675.1
Cluster_124	GCF_000224675.1
Cluster_124	GCF_009759685.1
Cluster_125	GCF_000224675.1
Cluster_125	GCF_009759685.1
Cluster_126	GCF_000224675.1
Cluster_127	GCF_000224675.1
Cluster_127	GCF_009759685.1
Cluster_128	GCF_009759685.1
Cluster_129	GCF_000224675.1
Cluster_130	GCF_000224675.1
Cluster_130	GCF_009759685.1
Cluster_131	GCF_000224675.1
Cluster_132	GCF_000224675.1
Cluster_132	GCF_009759685.1
Cluster_133	GCF_000224675.1
Cluster_134	GCF_009759685.1
Cluster_135	GCF_000224675.1
Cluster_136	GCF_000224675.1
Cluster_137	GCF_000224675.1
Cluster_138	GCF_009759685.1
Cluster_139	GCF_009759685.1
Cluster_140	GCF_000224675.1
Cluster_140	GCF_009759685.1
Cluster_141	GCF_000224675.1
Cluster_142	GCF_000224675.1
Cluster_142	GCF_009759685.1
Cluster_143	GCF_000224675.1
Cluster_143	GCF_009759685.1
Cluster_144	GCF_000224675.1
Cluster_144	GCF_009759685.1
Cluster_145	GCF_000224675.1
Cluster_146	GCF_000224675.1
Cluster_147	GCF_000224675.1
Cluster_147	GCF_009759685.1
Cluster_148	GCF_009759685.1
Cluster_149	GCF_000224675.1
Cluster_150	GCF_000224675.1
Cluster_150	GCF_009759685.1
Cluster_151	GCF_000224675.1
Cluster_152	GCF_009759685.1
Cluster_153	GCF_009759685.1
Cluster_154	GCF_000224675.1
Cluster_154	GCF_009759685.1
Cluster_155	GCF_009759685.1
Cluster_156	GCF_000224675.1
Cluster_157	GCF_000224675.1
Cluster_157	GCF_009759685.1
Cluster_158	GCF_009759685.1
Cluster_159	GCF_009759685.1
Cluster_160	GCF_000224675.1
Cluster_161	GCF_009759685.1
Cluster_162	GCF_000224675.1
Cluster_163	GCF_000224675.1
Cluster_164	GCF_000224675.1
Cluster_165	GCF_000224675.1
Cluster_166	GCF_000224675.1
Cluster_167	GCF_009759685.1
Cluster_168	GCF_000224675.1
Cluster_169	GCF_000224675.1
Cluster_169	GCF_009759685.1
Cluster_170	GCF_000224675.1
Cluster_171	GCF_009759685.1
Cluster_172	GCF_000224675.1
Cluster_173	GCF_009759685.1
Cluster_174	GCF_000224675.1
Cluster_175	GCF_000224675.1
Cluster_176	GCF_000224675.1
Cluster_177	GCF_000224675.1
Cluster_177	GCF_009759685.1
Cluster_178	GCF_000224675.1
Cluster_178	GCF_009759685.1
Cluster_179	GCF_009759685.1
Cluster_180	GCF_000224675.1
Cluster_181	GCF_009759685.1
Cluster_182	GCF_009759685.1
Cluster_183	GCF_009759685.1
Cluster_184	GCF_000224675.1
Cluster_185	GCF_000224675.1
Cluster_186	GCF_000224675.1
Cluster_187	GCF_000224675.1
Cluster_187	GCF_009759685.1
Cluster_188	GCF_009759685.1
Cluster_189	GCF_009759685.1
Cluster_190	GCF_009759685.1
Cluster_191	GCF_009759685.1
Cluster_192	GCF_000224675.1
Cluster_193	GCF_000224675.1
Cluster_194	GCF_009759685.1
Cluster_195	GCF_000224675.1
Cluster_196	GCF_000224675.1
Cluster_196	GCF_009759685.1
Cluster_197	GCF_000224675.1
Cluster_197	GCF_009759685.1
Cluster_198	GCF_000224675.1
Cluster_199	GCF_000224675.1
Cluster_200	GCF_000224675.1
Cluster_201	GCF_000224675.1
Cluster_202	GCF_009759685.1
Cluster_203	GCF_000224675.1
Cluster_204	GCF_000224675.1
Cluster_204	GCF_009759685.1
Cluster_205	GCF_000224675.1
Cluster_205	GCF_009759685.1
Cluster_206	GCF_000224675.1
Cluster_207	GCF_009759685.1
Cluster_208	GCF_000224675.1
Cluster_208	GCF_009759685.1
Cluster_209	GCF_000224675.1
Cluster_209	GCF_009759685.1
Cluster_210	GCF_000224675.1
Cluster_211	GCF_000224675.1
Cluster_212	GCF_000224675.1
Cluster_213	GCF_000224675.1
Cluster_214	GCF_000224675.1
Cluster_214	GCF_009759685.1
Cluster_215	GCF_000224675.1
Cluster_216	GCF_000224675.1
Cluster_217	GCF_009759685.1
Cluster_218	GCF_000224675.1
Cluster_219	GCF_000224675.1
Cluster_220	GCF_000224675.1
Cluster_221	GCF_000224675.1
Cluster_222	GCF_000224675.1
Cluster_223	GCF_000224675.1
Cluster_223	GCF_009759685.1
Cluster_224	GCF_000224675.1
Cluster_225	GCF_000224675.1
Cluster_226	GCF_009759685.1
Cluster_227	GCF_000224675.1
Cluster_228	GCF_000224675.1
Cluster_229	GCF_000224675.1
Cluster_230	GCF_000224675.1
Cluster_231	GCF_000224675.1
Cluster_232	GCF_009759685.1
Cluster_233	GCF_009759685.1
Cluster_234	GCF_000224675.1
Cluster_234	GCF_009759685.1
Cluster_235	GCF_009759685.1
Cluster_236	GCF_009759685.1
Cluster_237	GCF_009759685.1
Cluster_238	GCF_009759685.1
Cluster_239	GCF_000224675.1
Cluster_240	GCF_000224675.1
Cluster_241	GCF_000224675.1
Cluster_242	GCF_000224675.1
Cluster_243	GCF_009759685.1
Cluster_244	GCF_000224675.1
Cluster_245	GCF_000224675.1
Cluster_246	GCF_000224675.1
Cluster_247	GCF_009759685.1
Cluster_248	GCF_000224675.1
Cluster_249	GCF_000224675.1
Cluster_249	GCF_009759685.1
Cluster_250	GCF_000224675.1
Cluster_250	GCF_009759685.1
Cluster_251	GCF_000224675.1
Cluster_252	GCF_009759685.1
Cluster_253	GCF_009759685.1
Cluster_254	GCF_000224675.1
Cluster_255	GCF_000224675.1
Cluster_255	GCF_009759685.1
Cluster_256	GCF_000224675.1
Cluster_257	GCF_009759685.1
Cluster_258	GCF_009759685.1
Cluster_259	GCF_000224675.1
Cluster_259	GCF_009759685.1
Cluster_260	GCF_000224675.1
Cluster_260	GCF_009759685.1
Cluster_261	GCF_000224675.1
Cluster_262	GCF_000224675.1
Cluster_263	GCF_009759685.1
Cluster_264	GCF_009759685.1
Cluster_265	GCF_000224675.1
Cluster_266	GCF_000224675.1
Cluster_267	GCF_009759685.1
Cluster_268	GCF_000224675.1
Cluster_268	GCF_009759685.1
Cluster_269	GCF_009759685.1
Cluster_270	GCF_000224675.1
Cluster_270	GCF_009759685.1
Cluster_271	GCF_000224675.1
Cluster_272	GCF_009759685.1
Cluster_273	GCF_000224675.1
Cluster_274	GCF_009759685.1
Cluster_275	GCF_000224675.1
Cluster_276	GCF_000224675.1
Cluster_277	GCF_000224675.1
Cluster_278	GCF_000224675.1
Cluster_279	GCF_009759685.1
Cluster_280	GCF_000224675.1
Cluster_280	GCF_009759685.1
Cluster_281	GCF_000224675.1
Cluster_281	GCF_009759685.1
Cluster_282	GCF_009759685.1
Cluster_283	GCF_009759685.1
Cluster_284	GCF_000224675.1
Cluster_285	GCF_000224675.1
Cluster_285	GCF_009759685.1
Cluster_286	GCF_000224675.1
Cluster_287	GCF_000224675.1
Cluster_288	GCF_009759685.1
Cluster_289	GCF_000224675.1
Cluster_289	GCF_009759685.1
Cluster_290	GCF_009759685.1
Cluster_291	GCF_000224675.1
Cluster_291	GCF_009759685.1
Cluster_292	GCF_009759685.1
Cluster_293	GCF_000224675.1
Cluster_294	GCF_000224675.1
Cluster_295	GCF_000224675.1
Cluster_295	GCF_009759685.1
Cluster_296	GCF_000224675.1
Cluster_297	GCF_009759685.1
Cluster_298	GCF_009759685.1
Cluster_299	GCF_000224675.1
Cluster_300	GCF_000224675.1
Cluster_301	GCF_000224675.1
Cluster_302	GCF_000224675.1
Cluster_303	GCF_009759685.1
Cluster_304	GCF_009759685.1
Cluster_305	GCF_000224675.1
Cluster_305	GCF_009759685.1
Cluster_306	GCF_000224675.1
Cluster_307	GCF_000224675.1
Cluster_308	GCF_009759685.1
Cluster_309	GCF_000224675.1
Cluster_310	GCF_000224675.1
Cluster_311	GCF_000224675.1
Cluster_311	GCF_009759685.1
Cluster_312	GCF_000224675.1
Cluster_313	GCF_000224675.1
Cluster_314	GCF_000224675.1
Cluster_314	GCF_009759685.1
Cluster_315	GCF_000224675.1
Cluster_316	GCF_000224675.1
Cluster_316	GCF_009759685.1
Cluster_317	GCF_009759685.1
Cluster_318	GCF_009759685.1
Cluster_319	GCF_000224675.1
Cluster_320	GCF_000224675.1
Cluster_321	GCF_000224675.1
Cluster_321	GCF_009759685.1
Cluster_322	GCF_000224675.1
Cluster_323	GCF_009759685.1
Cluster_324	GCF_000224675.1
Cluster_325	GCF_000224675.1
Cluster_326	GCF_000224675.1
Cluster_327	GCF_009759685.1
Cluster_328	GCF_009759685.1
Cluster_329	GCF_000224675.1
Cluster_330	GCF_009759685.1
Cluster_331	GCF_009759685.1
Cluster_332	GCF_009759685.1
Cluster_333	GCF_000224675.1
Cluster_334	GCF_000224675.1
Cluster_334	GCF_009759685.1
Cluster_335	GCF_009759685.1
Cluster_336	GCF_000224675.1
Cluster_336	GCF_009759685.1
Cluster_337	GCF_000224675.1
Cluster_338	GCF_009759685.1
Cluster_339	GCF_000224675.1
Cluster_340	GCF_009759685.1
Cluster_341	GCF_000224675.1
Cluster_341	GCF_009759685.1
Cluster_342	GCF_000224675.1
Cluster_343	GCF_000224675.1
Cluster_344	GCF_000224675.1
Cluster_345	GCF_000224675.1
Cluster_345	GCF_009759685.1
Cluster_346	GCF_000224675.1
Cluster_347	GCF_009759685.1
Cluster_348	GCF_009759685.1
Cluster_349	GCF_009759685.1
Cluster_350	GCF_000224675.1
Cluster_351	GCF_000224675.1
Cluster_351	GCF_009759685.1
Cluster_352	GCF_009759685.1
Cluster_353	GCF_000224675.1
Cluster_353	GCF_009759685.1
Cluster_354	GCF_000224675.1
Cluster_355	GCF_000224675.1
Cluster_356	GCF_009759685.1
Cluster_357	GCF_000224675.1
Cluster_358	GCF_000224675.1
Cluster_359	GCF_000224675.1
Cluster_360	GCF_009759685.1
Cluster_361	GCF_000224675.1
Cluster_361	GCF_009759685.1
Cluster_362	GCF_009759685.1
Cluster_363	GCF_000224675.1
Cluster_364	GCF_000224675.1
Cluster_364	GCF_009759685.1
Cluster_365	GCF_000224675.1
Cluster_366	GCF_000224675.1
Cluster_367	GCF_000224675.1
Cluster_367	GCF_009759685.1
Cluster_368	GCF_000224675.1
Cluster_368	GCF_009759685.1
Cluster_369	GCF_009759685.1
Cluster_370	GCF_000224675.1
Cluster_371	GCF_009759685.1
Cluster_372	GCF_000224675.1
Cluster_373	GCF_000224675.1
Cluster_374	GCF_000224675.1
Cluster_374	GCF_009759685.1
Cluster_375	GCF_009759685.1
Cluster_376	GCF_000224675.1
Cluster_377	GCF_000224675.1
Cluster_378	GCF_000224675.1
Cluster_378	GCF_009759685.1
Cluster_379	GCF_000224675.1
Cluster_380	GCF_000224675.1
Cluster_380	GCF_009759685.1
Cluster_381	GCF_000224675.1
Cluster_382	GCF_000224675.1
Cluster_383	GCF_000224675.1
Cluster_384	GCF_000224675.1
Cluster_385	GCF_009759685.1
Cluster_386	GCF_000224675.1
Cluster_387	GCF_000224675.1
Cluster_388	GCF_009759685.1
Cluster_389	GCF_000224675.1
Cluster_390	GCF_000224675.1
Cluster_390	GCF_009759685.1
Cluster_391	GCF_009759685.1
Cluster_392	GCF_000224675.1
Cluster_392	GCF_009759685.1
Cluster_393	GCF_000224675.1
Cluster_394	GCF_000224675.1
Cluster_394	GCF_009759685.1
Cluster_395	GCF_009759685.1
Cluster_396	GCF_000224675.1
Cluster_397	GCF_000224675.1
Cluster_398	GCF_000224675.1
Cluster_399	GCF_000224675.1
Cluster_400	GCF_009759685.1
Cluster_401	GCF_009759685.1
Cluster_402	GCF_000224675.1
Cluster_403	GCF_000224675.1
Cluster_404	GCF_000224675.1
Cluster_405	GCF_000224675.1
Cluster_406	GCF_000224675.1
Cluster_407	GCF_009759685.1
Cluster_408	GCF_000224675.1
Cluster_409	GCF_009759685.1
Cluster_410	GCF_009759685.1
Cluster_411	GCF_000224675.1
Cluster_412	GCF_009759685.1
Cluster_413	GCF_000224675.1
Cluster_413	GCF_009759685.1
Cluster_414	GCF_000224675.1
Cluster_414	GCF_009759685.1
Cluster_415	GCF_000224675.1
Cluster_416	GCF_009759685.1
Cluster_417	GCF_009759685.1
Cluster_418	GCF_000224675.1
Cluster_419	GCF_000224675.1
Cluster_420	GCF_009759685.1
Cluster_421	GCF_000224675.1
Cluster_422	GCF_000224675.1
Cluster_422	GCF_009759685.1
Cluster_423	GCF_000224675.1
Cluster_424	GCF_000224675.1
Cluster_425	GCF_000224675.1
Cluster_426	GCF_000224675.1
Cluster_426	GCF_009759685.1
Cluster_427	GCF_009759685.1
Cluster_428	GCF_000224675.1
Cluster_429	GCF_000224675.1
Cluster_430	GCF_000224675.1
Cluster_431	GCF_000224675.1
Cluster_431	GCF_009759685.1
Cluster_432	GCF_009759685.1
Cluster_433	GCF_000224675.1
Cluster_434	GCF_000224675.1
Cluster_434	GCF_009759685.1
Cluster_435	GCF_000224675.1
Cluster_436	GCF_000224675.1
Cluster_437	GCF_009759685.1
Cluster_438	GCF_000224675.1
Cluster_438	GCF_009759685.1
Cluster_439	GCF_000224675.1
Cluster_440	GCF_000224675.1
Cluster_441	GCF_000224675.1
Cluster_442	GCF_000224675.1
Cluster_443	GCF_000224675.1
Cluster_443	GCF_009759685.1
Cluster_444	GCF_009759685.1
Cluster_445	GCF_000224675.1
Cluster_446	GCF_000224675.1
Cluster_447	GCF_000224675.1
